,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_decisiontreeclassifier__max_depth,param_decisiontreeclassifier__max_features,param_decisiontreeclassifier__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.3266791343688965,0.010628497178895985,0.07101802825927735,0.003686097092228498,175,auto,2,"{'decisiontreeclassifier__max_depth': 175, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 2}",0.45462962962962966,0.3796296296296296,0.3618233618233618,0.4909090909090908,0.588034188034188,0.45500518000518,0.08167040304485952,7
1,0.31624536514282225,0.004029727397891686,0.07159457206726075,0.007222937481464155,175,auto,5,"{'decisiontreeclassifier__max_depth': 175, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 5}",0.4788961038961039,0.29298941798941797,0.48637566137566135,0.36944444444444446,0.38359788359788366,0.40226070226070226,0.07254478930223829,21
2,0.3247400760650635,0.00619425319681214,0.06488776206970215,0.0025959218887687953,175,auto,10,"{'decisiontreeclassifier__max_depth': 175, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 10}",0.20555555555555552,0.5803825803825804,0.6259259259259259,0.2768065268065268,0.45555555555555555,0.4288452288452288,0.16461582957976004,16
3,0.3214127063751221,0.0077872166981864735,0.0671156406402588,0.0021723528615604144,175,auto,20,"{'decisiontreeclassifier__max_depth': 175, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 20}",0.5984126984126984,0.37994227994227986,0.38888888888888884,0.541005291005291,0.1904761904761905,0.4197450697450698,0.14263712543942675,19
4,0.3323342800140381,0.006647324627020051,0.07066264152526855,0.0041333921514672325,175,auto,25,"{'decisiontreeclassifier__max_depth': 175, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 25}",0.2523148148148148,0.6142857142857143,0.4285714285714286,0.24999999999999997,0.2464646464646465,0.3583273208273209,0.14555799644046646,27
5,0.33309783935546877,0.0023074183520194118,0.07164516448974609,0.0078058957126939926,175,auto,30,"{'decisiontreeclassifier__max_depth': 175, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 30}",0.4339133089133089,0.38492063492063494,0.23862433862433863,0.36874236874236876,0.24397824397824394,0.334035779035779,0.07871853591619447,33
6,0.330733585357666,0.008104357239599645,0.07145729064941406,0.006358618059717399,175,auto,40,"{'decisiontreeclassifier__max_depth': 175, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 40}",0.2740740740740741,0.3354090354090354,0.4864672364672364,0.3234839234839235,0.4253968253968254,0.36896621896621895,0.07640699626181043,26
7,0.3353013515472412,0.016964716080559845,0.0700265884399414,0.0019121702964471974,200,auto,2,"{'decisiontreeclassifier__max_depth': 200, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 2}",0.48513708513708514,0.5137806637806638,0.4386724386724386,0.44708994708994704,0.2796296296296297,0.43286195286195284,0.08123653079669188,13
8,0.3248713493347168,0.004586163651552551,0.0693436622619629,0.001995070489987397,200,auto,5,"{'decisiontreeclassifier__max_depth': 200, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 5}",0.5729548229548229,0.5397306397306397,0.2536075036075036,0.4668109668109668,0.41455026455026456,0.44953083953083955,0.11249682717698749,9
9,0.3287548065185547,0.00301663908508493,0.0700192928314209,0.0029728561384627515,200,auto,10,"{'decisiontreeclassifier__max_depth': 200, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 10}",0.4457671957671958,0.6332491582491582,0.49050024050024055,0.27873977873977873,0.5256613756613756,0.47478354978354975,0.11595001126776908,5
