,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_decisiontreeclassifier__max_depth,param_decisiontreeclassifier__max_features,param_decisiontreeclassifier__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.24954833984375,0.005934475335373106,0.05344581604003906,0.0024666355027155016,175,auto,2,"{'decisiontreeclassifier__max_depth': 175, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 2}",0.4694444444444444,0.37222222222222223,0.32314814814814813,0.2841269841269842,0.16468253968253968,0.32272486772486775,0.10044299431279402,9
1,0.24206290245056153,0.006570852504485095,0.055014848709106445,0.0037546987054479087,175,auto,5,"{'decisiontreeclassifier__max_depth': 175, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 5}",0.5225108225108225,0.27579365079365076,0.4595238095238095,0.17777777777777778,0.49920634920634926,0.38696248196248195,0.1359072728775148,3
2,0.2354726791381836,0.0021280099875287785,0.052469396591186525,0.004601159669271039,175,auto,10,"{'decisiontreeclassifier__max_depth': 175, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 10}",0.535978835978836,0.4666666666666666,0.3412698412698412,0.3907407407407408,0.27380952380952384,0.40169312169312166,0.09206449552454407,1
3,0.23851351737976073,0.004429750407098291,0.050133562088012694,0.0013381623279708804,175,auto,20,"{'decisiontreeclassifier__max_depth': 175, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 20}",0.2698412698412698,0.35000000000000003,0.21666666666666667,0.04761904761904762,0.14761904761904762,0.20634920634920637,0.10336124754022323,32
4,0.24203953742980958,0.007760201712006965,0.05089812278747559,0.0015814929116196809,175,auto,25,"{'decisiontreeclassifier__max_depth': 175, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 25}",0.3531746031746031,0.4046296296296296,0.3333333333333333,0.20952380952380953,0.1865079365079365,0.2974338624338624,0.08475785879675093,16
5,0.23726038932800292,0.004730834259269816,0.05081181526184082,0.0008741044273859638,175,auto,30,"{'decisiontreeclassifier__max_depth': 175, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 30}",0.08838383838383838,0.3277777777777778,0.2416666666666667,0.225,0.16239316239316237,0.20904428904428904,0.08018942268412613,31
6,0.243088960647583,0.0059166197754005456,0.051569223403930664,0.0007118354239881784,175,auto,40,"{'decisiontreeclassifier__max_depth': 175, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 40}",0.06666666666666667,0.025641025641025637,0.18333333333333335,0.08838383838383838,0.24603174603174605,0.122011322011322,0.08077441079898606,35
7,0.2630471229553223,0.014057752943028605,0.05405416488647461,0.00331419158592013,200,auto,2,"{'decisiontreeclassifier__max_depth': 200, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 2}",0.30952380952380953,0.33240740740740743,0.24801587301587302,0.3291005291005291,0.5248677248677249,0.3487830687830688,0.09312001712055984,7
8,0.24303531646728516,0.0074298623635815015,0.05266213417053223,0.002295739601937199,200,auto,5,"{'decisiontreeclassifier__max_depth': 200, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 5}",0.2611111111111111,0.4285714285714286,0.25757575757575757,0.4083333333333334,0.2518518518518518,0.3214886964886965,0.07948372055518257,10
9,0.2468252658843994,0.00877667323436116,0.050029420852661134,0.0019405976727889884,200,auto,10,"{'decisiontreeclassifier__max_depth': 200, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 10}",0.3642857142857143,0.125,0.33134920634920634,0.3653679653679654,0.35281385281385286,0.3077633477633478,0.09219691090580755,12
10,0.2358872890472412,0.007658673816292536,0.049940872192382815,0.0014282794021195676,200,auto,20,"{'decisiontreeclassifier__max_depth': 200, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 20}",0.503968253968254,0.25,0.0892857142857143,0.05555555555555555,0.19408369408369408,0.21857864357864357,0.15895139049544776,30
11,0.2384261131286621,0.003989252907767011,0.04805259704589844,0.0016726683737304673,200,auto,25,"{'decisiontreeclassifier__max_depth': 200, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 25}",0.3944805194805195,0.5074074074074074,0.44166666666666665,0.12794612794612795,0.21428571428571427,0.33715728715728716,0.14287057035863643,8
12,0.2384355068206787,0.005836283936979259,0.05104985237121582,0.0020862715316653014,200,auto,30,"{'decisiontreeclassifier__max_depth': 200, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 30}",0.2668350168350168,0.37979797979797975,0.1851851851851852,0.2333333333333333,0.15476190476190477,0.24398268398268402,0.0781011212122436,27
13,0.24309167861938477,0.004547620273563985,0.05084705352783203,0.0009371219297167426,200,auto,40,"{'decisiontreeclassifier__max_depth': 200, 'decisiontreeclassifier__max_features': 'auto', 'decisiontreeclassifier__min_samples_split': 40}",0.27424242424242423,0.14814814814814814,0.4409090909090909,0.08333333333333333,0.25555555555555554,0.24043771043771045,0.12227774197905365,28
